respondent_id,persona_label,Q1_age_group,Q2_gender,Q3_state,Q4_city_tier,Q5_education,Q6_occupation,Q_hh_size,Q_hh_type,Q_children_under15,Q_waste_segregation,Q_purchase_decision_maker,Q7_income_band,Q7_income_midpoint_INR,Q8_monthly_spend_band,Q8_spend_midpoint_INR,Q9_willingness_to_pay_premium,Q10_eco_awareness_1to5,Q11_reduce_plastic_freq,Q12_prior_eco_purchase,Q13_products_interested,Q14_clothing_types,Q15_cookware_types,Q16_colour_preference,Q17_purchase_occasions,Q18_primary_channel,Q19_top3_purchase_factors,Q20_shopping_frequency,Q21_bundle_deal_appeal_1to5,Q22_social_media_channels,Q23_eco_label_influence_1to5,Q24_purchase_barrier,Q25_purchase_likelihood,Q25_purchase_binary
R0449,Price-Sensitive Middle India,36-50,Male,Uttar Pradesh,Tier-2 city,12th / Diploma,New home/shifting,4,Joint family,1.0,No,Elders / Family head,15000-30000,22500,500-2000,1250,Only if cheaper,2,Sometimes,No but interested,None of the above,Cotton sarees | Silk/Banarasi sarees | Salwar suits/Kurtis | Formal office wear,Stainless steel,Earthy tones | Pastels,Festivals | Wedding/family function | Back-to-school | Sale events,D2C brand website,Social media/Influencer | Design/Aesthetics | Price/Affordability,Once every 3 months,1,Facebook | WhatsApp groups,3,Higher price,Very unlikely,0
R0450,Urban Eco Millennial,36-50,Female,Karnataka,Tier-2 city,Undergraduate,New home/shifting,2,Nuclear,0.0,Sometimes,Elders / Family head,60001-100000,80000,2001-5000,3500,Same price,5,Sometimes,Yes once or twice,Outdoor Garden Furniture | Storage Organisers | Stationery/School Supplies,Cotton sarees | Salwar suits/Kurtis | Formal office wear,Iron/Cast iron | Stainless steel | Ceramic-coated | Aluminium | Clay/Terracotta,Pastels,Back-to-school | When product breaks/runs out,D2C brand website,Eco-friendly credentials | Price/Affordability | Design/Aesthetics,Once a month,4,Instagram | Facebook | WhatsApp groups | Meesho/ShareChat,5,Doubt about quality,Unlikely,0
R0451,Traditional Joint Family,26-35,Female,Kerala,Rural / Village,Undergraduate,New home/shifting,4,Joint family,3.0,Sometimes,Elders / Family head,Above 100000,130000,500-2000,1250,Only if cheaper,3,Always / It's a habit,No but interested,Storage Organisers | Agri Crates/Tools,Cotton sarees | Silk/Banarasi sarees | Salwar suits/Kurtis,Iron/Cast iron | Ceramic-coated | Clay/Terracotta,Bright/Vibrant | Earthy tones | White/Off-white,Festivals | New home/shifting | Wedding/family function,Modern retail (D-Mart etc.),Quality/Durability | Price/Affordability | Design/Aesthetics,2-3 times a month,5,YouTube | Facebook | WhatsApp groups,2,Not easily available,Very unlikely,0
R0452,Rural / Agri Household,36-50,Male,Rajasthan,Rural / Village,12th / Diploma,Back-to-school,2,Joint family,,No,Both equally,30001-60000,45000,Below 500,300,Same price,3,Rarely,Yes regularly,rPET Bottles/Containers | Agri Crates/Tools,Synthetic/polyester sarees | Salwar suits/Kurtis,Iron/Cast iron | Stainless steel | Clay/Terracotta,Earthy tones | Bright/Vibrant,Festivals | New home/shifting | Wedding/family function | When product breaks/runs out,Local market / Kirana,Brand trust | Friends/Family recommendation | Eco-friendly credentials,Once every 3 months,3,Instagram | Facebook | WhatsApp groups,2,Higher price,Unlikely,0
R0453,Price-Sensitive Middle India,36-50,Male,Tamil Nadu,Tier-2 city,Undergraduate,Back-to-school,3,Nuclear,2.0,No,Both equally,30001-60000,45000,2001-5000,3500,Same price,4,Rarely,No but interested,Storage Organisers | Stationery/School Supplies,Cotton sarees | Synthetic/polyester sarees | Formal office wear,Stainless steel | Aluminium | Clay/Terracotta,Earthy tones | White/Off-white | Pastels,New home/shifting | Back-to-school | Sale events,Modern retail (D-Mart etc.),Brand trust | Quality/Durability | Social media/Influencer,Once a month,4,,4,Higher price,Very unlikely,0
R0454,High-Income Premium Buyer,Above 50,Male,Rajasthan,Tier-2 city,Postgraduate or above,Back-to-school,3,Joint family,3.0,No,Partner / Spouse,Above 100000,130000,5001-10000,7500,More than 25% premium,5,Always / It's a habit,Yes once or twice,Agri Crates/Tools | Stationery/School Supplies,Salwar suits/Kurtis | Western wear,Stainless steel | Ceramic-coated,White/Off-white | Pastels | Dark/Neutral,Festivals | New home/shifting | Sale events,Online Amazon/Flipkart,Design/Aesthetics | Social media/Influencer | Eco-friendly credentials,Once a month,5,Instagram,5,Higher price,Likely,1
R0455,Urban Eco Millennial,36-50,Male,Bihar,Tier-3 town,12th / Diploma,New home/shifting,3,Joint family,1.0,Yes,Elders / Family head,30001-60000,45000,5001-10000,7500,More than 25% premium,5,Often,Yes regularly,rPET Bottles/Containers | Outdoor Garden Furniture | Storage Organisers | Agri Crates/Tools | Stationery/School Supplies,Cotton sarees | Salwar suits/Kurtis | Western wear,Stainless steel | Clay/Terracotta,Pastels | Earthy tones,Festivals | New home/shifting | Sale events,Online Amazon/Flipkart,Price/Affordability | Design/Aesthetics | Eco-friendly credentials,Once a month,3,Instagram | Facebook,4,Doubt about quality,Likely,1
R0456,Rural / Agri Household,18-25,Male,West Bengal,Rural / Village,12th / Diploma,When product breaks/runs out,1,Joint family,1.0,No,Both equally,15000-30000,22500,Below 500,300,Only if cheaper,2,Often,Yes once or twice,Agri Crates/Tools | Stationery/School Supplies,Silk/Banarasi sarees | Salwar suits/Kurtis,Aluminium,Bright/Vibrant | Pastels | No preference,Festivals | New home/shifting | When product breaks/runs out,Local market / Kirana,Friends/Family recommendation | Quality/Durability | Price/Affordability,Rarely / Only when needed,1,WhatsApp groups | Don't use social for discovery,3,Not easily available,Very unlikely,0
R0457,Urban Eco Millennial,36-50,Male,Karnataka,Metro,Postgraduate or above,Back-to-school,1,Nuclear,,Yes,Both equally,60001-100000,80000,5001-10000,7500,Up to 10% more,5,Always / It's a habit,Yes once or twice,rPET Bottles/Containers | Storage Organisers | Stationery/School Supplies,Silk/Banarasi sarees | Formal office wear,Iron/Cast iron | Stainless steel | Ceramic-coated | Clay/Terracotta,Pastels,Festivals | Wedding/family function | Back-to-school | When product breaks/runs out,Quick commerce (Blinkit/Zepto),Design/Aesthetics | Brand trust | Friends/Family recommendation,Rarely / Only when needed,4,YouTube,5,No barrier - would buy,Very likely,1
R0458,Rural / Agri Household,36-50,Female,Andhra Pradesh,Rural / Village,12th / Diploma,Sale events,5,Joint family,2.0,No,Both equally,15000-30000,22500,Below 500,300,Up to 10% more,4,Always / It's a habit,No but interested,Storage Organisers | Agri Crates/Tools,Cotton sarees | Salwar suits/Kurtis,Iron/Cast iron | Stainless steel | Aluminium,Earthy tones,Festivals | New home/shifting | Back-to-school | Sale events | When product breaks/runs out,Local market / Kirana,Price/Affordability | Brand trust | Design/Aesthetics,Rarely / Only when needed,5,WhatsApp groups | Don't use social for discovery,2,Distrust eco-claims (greenwashing),Very unlikely,0
R0459,Urban Eco Millennial,26-35,Male,Tamil Nadu,Tier-3 town,Undergraduate,New home/shifting,4,Nuclear,0.0,Yes,Elders / Family head,Above 100000,130000,2001-5000,3500,Same price,4,Sometimes,Yes regularly,rPET Bottles/Containers | Outdoor Garden Furniture | Agri Crates/Tools | Stationery/School Supplies,Cotton sarees | Synthetic/polyester sarees | Salwar suits/Kurtis,Non-stick (Teflon) | Stainless steel,Pastels,Festivals | Wedding/family function | Sale events | When product breaks/runs out,Online Amazon/Flipkart,Design/Aesthetics | Quality/Durability | Eco-friendly credentials,2-3 times a month,4,Instagram | WhatsApp groups,5,Distrust eco-claims (greenwashing),Neutral,0
R0460,Urban Eco Millennial,36-50,Female,Punjab,Metro,Postgraduate or above,New home/shifting,2,Nuclear,1.0,Sometimes,Partner / Spouse,30001-60000,45000,5001-10000,7500,More than 25% premium,5,Often,No and not interested,rPET Bottles/Containers | Storage Organisers,Salwar suits/Kurtis | Western wear | Formal office wear,Aluminium | Clay/Terracotta,Pastels | Dark/Neutral | Bright/Vibrant,Sale events | When product breaks/runs out,Local market / Kirana,Eco-friendly credentials | Quality/Durability | Brand trust,Once a month,5,Instagram | Facebook | Meesho/ShareChat,5,No barrier - would buy,Likely,1
R0461,Urban Eco Millennial,26-35,Female,Karnataka,Metro,Postgraduate or above,New home/shifting,2,Joint family,0.0,Sometimes,Self,Above 100000,130000,5001-10000,7500,Up to 25% more,5,Often,Yes once or twice,Storage Organisers | Stationery/School Supplies,Salwar suits/Kurtis | Western wear,Non-stick (Teflon) | Stainless steel | Clay/Terracotta,Earthy tones,Festivals | New home/shifting | Sale events,Online Amazon/Flipkart,Quality/Durability | Eco-friendly credentials | Brand trust,Once every 3 months,2,Instagram | WhatsApp groups,5,No barrier - would buy,Very likely,1
R0462,Student Young Urban,18-25,Male,Rajasthan,Metro,Undergraduate,Festivals,3,Nuclear,0.0,No,Self,Above 100000,130000,500-2000,1250,Same price,2,Often,No but interested,rPET Bottles/Containers | Stationery/School Supplies,Salwar suits/Kurtis | Western wear | Formal office wear,Stainless steel | Ceramic-coated | Clay/Terracotta,Pastels | Earthy tones | Dark/Neutral,New home/shifting | Back-to-school,Online Amazon/Flipkart,Quality/Durability | Design/Aesthetics | Social media/Influencer,Once every 3 months,5,Instagram,4,Distrust eco-claims (greenwashing),Unlikely,0
R0463,Traditional Joint Family,36-50,Female,West Bengal,Tier-3 town,Postgraduate or above,Sale events,3,Joint family,1.0,Yes,Self,15000-30000,22500,500-2000,1250,Only if cheaper,3,Sometimes,No and not interested,Outdoor Garden Furniture | Storage Organisers,Cotton sarees | Silk/Banarasi sarees | Salwar suits/Kurtis,Iron/Cast iron | Stainless steel | Ceramic-coated | Aluminium,Bright/Vibrant,New home/shifting | Back-to-school | Sale events,Quick commerce (Blinkit/Zepto),Brand trust | Friends/Family recommendation | Design/Aesthetics,2-3 times a month,1,Instagram | WhatsApp groups,1,Doubt about quality,Very unlikely,0
R0464,Student Young Urban,18-25,Male,Gujarat,Metro,Undergraduate,Festivals,3,Nuclear,0.0,Sometimes,Self,15000-30000,22500,2001-5000,3500,Up to 25% more,4,Often,Yes regularly,Outdoor Garden Furniture | Stationery/School Supplies,Synthetic/polyester sarees | Western wear,Iron/Cast iron | Ceramic-coated,Pastels | White/Off-white,Back-to-school | Sale events,D2C brand website,Quality/Durability | Brand trust | Design/Aesthetics,2-3 times a month,3,YouTube | Facebook | WhatsApp groups | Meesho/ShareChat,4,No barrier - would buy,Very likely,1
R0465,High-Income Premium Buyer,36-50,Male,Telangana,Metro,Undergraduate,Back-to-school,3,Nuclear,0.0,Yes,Self,30001-60000,45000,Above 10000,12000,More than 25% premium,5,Often,Yes once or twice,Outdoor Garden Furniture,Synthetic/polyester sarees | Salwar suits/Kurtis | Western wear | Formal office wear,Non-stick (Teflon) | Ceramic-coated | Clay/Terracotta,Dark/Neutral | Earthy tones | White/Off-white,When product breaks/runs out,D2C brand website,Quality/Durability | Brand trust | Design/Aesthetics,Once every 3 months,3,Instagram | YouTube | WhatsApp groups,5,Doubt about quality,Likely,1
R0466,Price-Sensitive Middle India,36-50,Male,West Bengal,Rural / Village,Postgraduate or above,Wedding/family function,2,Nuclear,0.0,No,Both equally,30001-60000,45000,500-2000,1250,Up to 25% more,4,Sometimes,No and not interested,Storage Organisers | Agri Crates/Tools,Cotton sarees | Silk/Banarasi sarees | Salwar suits/Kurtis,Clay/Terracotta,Bright/Vibrant | White/Off-white | Pastels,New home/shifting | Wedding/family function | Back-to-school | Sale events,Local market / Kirana,Price/Affordability | Friends/Family recommendation | Quality/Durability,2-3 times a month,4,Instagram | WhatsApp groups,3,Higher price,Unlikely,0
R0467,Price-Sensitive Middle India,36-50,Male,West Bengal,Rural / Village,Undergraduate,When product breaks/runs out,4,Joint family,2.0,No,Both equally,30001-60000,45000,2001-5000,3500,Same price,3,Sometimes,No but interested,Storage Organisers | Stationery/School Supplies,Cotton sarees | Salwar suits/Kurtis | Western wear | Formal office wear,Iron/Cast iron | Stainless steel,Bright/Vibrant,New home/shifting | Wedding/family function | Sale events,Online Amazon/Flipkart,Friends/Family recommendation | Price/Affordability | Eco-friendly credentials,2-3 times a month,3,Instagram | YouTube | WhatsApp groups | Meesho/ShareChat,1,Never thought about it,Very unlikely,0
R0468,Traditional Joint Family,18-25,Male,Odisha,Rural / Village,Undergraduate,Back-to-school,2,Joint family,1.0,No,Elders / Family head,30001-60000,45000,Below 500,300,Only if cheaper,4,Never,No and not interested,rPET Bottles/Containers | Outdoor Garden Furniture | Storage Organisers | Stationery/School Supplies,Cotton sarees | Silk/Banarasi sarees | Salwar suits/Kurtis,Stainless steel | Aluminium | Clay/Terracotta,Earthy tones | White/Off-white,Festivals | New home/shifting | Wedding/family function | Back-to-school,Online Amazon/Flipkart,Quality/Durability | Brand trust | Eco-friendly credentials,Once a month,4,YouTube | WhatsApp groups | Meesho/ShareChat,2,Distrust eco-claims (greenwashing),Very unlikely,0
R0469,Price-Sensitive Middle India,26-35,Male,Uttar Pradesh,Rural / Village,Undergraduate,Wedding/family function,2,Joint family,1.0,Yes,Elders / Family head,30001-60000,45000,Above 10000,12000,Only if cheaper,3,Rarely,Yes regularly,Outdoor Garden Furniture | Stationery/School Supplies,Cotton sarees | Silk/Banarasi sarees | Synthetic/polyester sarees | Salwar suits/Kurtis,Non-stick (Teflon) | Stainless steel | Aluminium,Bright/Vibrant,New home/shifting | Wedding/family function,Local market / Kirana,Price/Affordability | Friends/Family recommendation | Eco-friendly credentials,Once a month,5,Instagram | Facebook | WhatsApp groups | Meesho/ShareChat,4,Distrust eco-claims (greenwashing),Unlikely,0
R0470,High-Income Premium Buyer,26-35,Female,Bihar,Tier-2 city,Undergraduate,Sale events,4,Nuclear,2.0,Sometimes,Self,Above 100000,10000,5001-10000,18000,Up to 25% more,4,Sometimes,Yes regularly,rPET Bottles/Containers | Outdoor Garden Furniture,Silk/Banarasi sarees | Western wear,Non-stick (Teflon) | Ceramic-coated,Pastels,Festivals | New home/shifting | Sale events,Quick commerce (Blinkit/Zepto),Brand trust | Design/Aesthetics | Price/Affordability,Once a month,4,Instagram | Facebook | WhatsApp groups,5,No barrier - would buy,Very likely,1
R0471,Urban Eco Millennial,18-25,Male,Odisha,Tier-2 city,Undergraduate,New home/shifting,2,Joint family,0.0,Yes,Elders / Family head,Above 100000,130000,5001-10000,7500,Up to 25% more,3,Often,Yes regularly,rPET Bottles/Containers | Storage Organisers | Stationery/School Supplies,Cotton sarees | Western wear | Formal office wear,Non-stick (Teflon) | Stainless steel | Ceramic-coated,Pastels | Earthy tones,Festivals | Sale events,Local market / Kirana,Eco-friendly credentials | Design/Aesthetics | Quality/Durability,2-3 times a month,3,YouTube | WhatsApp groups,4,No barrier - would buy,Likely,1
R0472,High-Income Premium Buyer,26-35,Female,Punjab,Tier-2 city,Postgraduate or above,New home/shifting,4,Joint family,2.0,Yes,Self,Above 100000,130000,2001-5000,3500,More than 25% premium,4,Sometimes,No and not interested,None of the above,Cotton sarees,Stainless steel,Dark/Neutral | White/Off-white,Festivals | New home/shifting | Wedding/family function,Quick commerce (Blinkit/Zepto),Brand trust | Quality/Durability | Design/Aesthetics,Once a month,5,Instagram | Facebook | WhatsApp groups | Meesho/ShareChat,4,No barrier - would buy,Neutral,0
R0473,Urban Eco Millennial,36-50,Male,Uttar Pradesh,Metro,Postgraduate or above,Back-to-school,1,Nuclear,0.0,Yes,Elders / Family head,60001-100000,80000,5001-10000,7500,Up to 25% more,5,Often,No and not interested,rPET Bottles/Containers | Outdoor Garden Furniture | Agri Crates/Tools | Stationery/School Supplies,Synthetic/polyester sarees | Salwar suits/Kurtis | Western wear | Formal office wear,,Dark/Neutral,Sale events,D2C brand website,Design/Aesthetics | Social media/Influencer | Quality/Durability,Once a month,4,Instagram,5,Doubt about quality,Unlikely,0
R0474,Traditional Joint Family,26-35,Male,Gujarat,Tier-2 city,Undergraduate,When product breaks/runs out,4,Nuclear,2.0,Sometimes,Both equally,15000-30000,22500,5001-10000,7500,Up to 10% more,2,Sometimes,No but interested,Storage Organisers,Cotton sarees | Silk/Banarasi sarees | Salwar suits/Kurtis,Stainless steel | Aluminium | Clay/Terracotta,Pastels | Earthy tones,Festivals | Wedding/family function | Back-to-school | Sale events | When product breaks/runs out,Quick commerce (Blinkit/Zepto),Price/Affordability | Quality/Durability | Design/Aesthetics,2-3 times a month,4,WhatsApp groups,4,Distrust eco-claims (greenwashing),Unlikely,0
R0475,Rural / Agri Household,18-25,Female,Telangana,Rural / Village,Undergraduate,New home/shifting,4,Joint family,3.0,No,Elders / Family head,30001-60000,45000,2001-5000,3500,Same price,1,Sometimes,No and not interested,None of the above,Cotton sarees,Iron/Cast iron | Non-stick (Teflon) | Stainless steel | Aluminium,Earthy tones,Festivals | Sale events | When product breaks/runs out,Local market / Kirana,Friends/Family recommendation | Brand trust | Price/Affordability,Rarely / Only when needed,3,YouTube | WhatsApp groups | Meesho/ShareChat,2,Not easily available,Very unlikely,0
R0476,High-Income Premium Buyer,36-50,Female,Madhya Pradesh,Metro,Postgraduate or above,Wedding/family function,3,Nuclear,1.0,Yes,Elders / Family head,60001-100000,80000,5001-10000,7500,Up to 10% more,3,Often,Yes once or twice,rPET Bottles/Containers | Outdoor Garden Furniture,Western wear | Formal office wear,Non-stick (Teflon) | Ceramic-coated,Dark/Neutral | White/Off-white | Earthy tones,New home/shifting | Wedding/family function,Online Amazon/Flipkart,Quality/Durability | Eco-friendly credentials | Design/Aesthetics,2-3 times a month,3,Instagram | Facebook | WhatsApp groups,4,Distrust eco-claims (greenwashing),Unlikely,0
